parcel_id,street_address,neighborhood,zoning_district,is_split_zoned,lot_area_sf,lot_width_ft,is_conforming,year_built,property_type,current_gfa_sf,current_stories,land_value,improvement_value,max_footprint_sf,max_gfa_sf,max_height_ft,available_gfa_sf,gfa_utilization_pct,development_status,gfa_source,est_value_low,est_value_high,neighborhood_imp_rate_median,neighborhood_imp_rate_low,neighborhood_imp_rate_high,neighborhood_imp_rate_sample
20027005,"4347 Arlington Blvd, Arlington VA 22203",Buckingham,R-6,True,16280.0,106.4,True,1961.0,215-Gen Comm - other,10796.0,2.0,737800.0,1984100.0,2520,6300.0,35,-4496.0,171.36507936507937,overdeveloped,property_api,,,185,185,185,0
20025014,"4501 N Pershing Dr, Arlington VA 22203",Buckingham,R-6,False,125603.0,188.5,True,,215-Gen Comm - other,14800.0,,5692300.0,2738000.0,2520,6300.0,35,-8500.0,234.92063492063494,overdeveloped,estimated_from_improvement_value,,,185,185,185,0
20025002,"N Pershing Dr, Arlington VA 22203",Buckingham,R-6,True,113731.0,172.4,True,,510-Res - Vacant(SF & Twnhse),,,3411900.0,0.0,2520,6300.0,35,6300.0,0.0,vacant,not_available,1876545.0000000002,2558925.0,185,185,185,0
20025001,"4701 Arlington Blvd, Arlington VA 22203",Buckingham,R-6,True,46971.0,182.7,True,1947.0,215-Gen Comm - other,25416.0,2.0,2128700.0,1449300.0,2520,6300.0,35,-19116.0,403.42857142857144,overdeveloped,property_api,,,185,185,185,0
